species;genus;family;Order;class
Chomelia juruensis;Chomelia;Rubiaceae;Gentianales;Magnoliopsida
Chomelia apodantha;Chomelia;Rubiaceae;Gentianales;Magnoliopsida
Antirhea inconspicua;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea madagascariensis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea megacarpa;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea chinensis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea borbonica;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea smithii;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea rhamnoides;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea tenuiflora;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea attenuata;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea bombysia;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea ioensis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea novobritanniensis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea inaequalis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea schmutzii;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea affinis;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea livida;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea putaminosa;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea atropurpurea;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea bifida;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea ovatifolia;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea anodon;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea multiflora;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea hexasperma;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Antirhea caudata;Antirhea;Rubiaceae;Gentianales;Magnoliopsida
Timonius uniflorus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius korrensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius subauritus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius mollis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius salsedoi;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius timon;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius flavescens;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius celebicus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius teysmannii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius schumannii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius xanthocarpus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius hentyi;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius longitubus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius platycarpus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius versteegii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius wallichianus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius zuckianus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius subcoriaceus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius tomentosus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius lageniferus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius argenteus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius bismarckensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius secundiflorus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius glabrior;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius amboinicus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius merokensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius finlaysonianus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius nitens;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius albus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius subsessilis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius diffusus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius decipiens;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius klossii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius oreophilus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius minahassae;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius morobensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius belensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius rufus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius villamilii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius sylvestris;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius cryptophlebus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius lasianthoides;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius lamii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius billitonensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius trichanthus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius clementis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius ovalis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius arboreus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius bogoriensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius bracteatus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius koordersii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius ledermannii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius pseudaffinis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius amungwiwanensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius hydrangeifolius;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius appendiculatus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius pubistipulus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius trichophorus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius papuanus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius ferrugineus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius carstensensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius subavenis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius rigidus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius dolichophyllus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius branderhorstii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius bougainvillensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius koikokoensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius laxus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius imitans;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius scaber;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius trichocladus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius borneensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius pachyphyllus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius wollastonii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius esherianus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius schefferi;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius longifolius;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius heptamerus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius avenis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius sessilis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius splendens;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius neobritannicus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius matangensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius polyneurus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius corneri;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius grandifolius;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius singularis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius rufescens;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius elegans;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius wrayi;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius oblongus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius kostermansii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius modestus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius scabriflorus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius corymbosus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius rivularis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius meridionalis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius pseudocapitatus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius akunensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius bracteoides;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius carii;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius clathratus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius leptocalyx;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius moluccanus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius reflexus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius repertus;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Timonius rosselensis;Timonius;Rubiaceae;Gentianales;Magnoliopsida
Tinadendron noumeanum;Tinadendron;Rubiaceae;Gentianales;Magnoliopsida
Guettarda crispiflora;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda tournefortiopsis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda odorata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda stenophylla;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda hirsuta;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda heterosepala;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda elliptica;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda divaricata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda combsii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda krugii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda humboldtensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda platypoda;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda foliacea;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda pohliana;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda macrosperma;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda nannocarpa;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda splendens;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda pungens;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda trimera;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda valenzuelana;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda brenesii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda umbellata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda rotundifolia;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda crenulata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda gaumeri;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda abbottii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda cordata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda baltenweckii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda macrocarpa;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda guerrerensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda oxyphylla;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda bernardii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda brevinodis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda angustata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda dictyophylla;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda organosia;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda subcapitata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda fusca;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda macrantha;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda baracoensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda duckei;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda cueroensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda parallelineura;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda lacornea;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda tortuensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda argentea;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda insularis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda cahosiana;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda erosa;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda apiculata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda andamanica;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda pinariona;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda sanblasensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda paludosa;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda sageretioides;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda ovalifolia;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda angelica;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda baladensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda calcicola;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda adulterina;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda dealbata;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda saxicola;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda hypolasia;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda lanuginosa;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda munizii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda dependens;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda rigida;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda deamii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda ekmanii;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda tikalana;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda clarensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
Guettarda inaequipes;Guettarda;Rubiaceae;Gentianales;Magnoliopsida
