sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Acacia_lunata,129,0,129,Points-PointsKO-Adjacents,315
Acacia_mabellae,331,0,331,Points-PointsKO-Adjacents,277
Acacia_macdonnellensis,379,358,21,Alphahull-PointsKO-Adjacents,2541
Acacia_macilenta,24,9,15,Points-PointsKO-Adjacents,205
Acacia_maconochieana,44,31,13,Alphahull-PointsKO-Adjacents,514
Acacia_macradenia,129,107,22,Alphahull-PointsKO-Adjacents,2517
Acacia_maidenii,2130,1958,172,Alphahull-PointsKO-Adjacents,4044
Acacia_mangium,351,230,121,Alphahull-PointsKO-Adjacents,1580
Acacia_maranoensis,34,32,2,Alphahull-PointsKO-Adjacents,98
Acacia_marramamba,65,51,14,Alphahull-PointsKO-Adjacents,1286
Acacia_masliniana,56,46,10,Alphahull-PointsKO-Adjacents,1754
Acacia_mathuataensis,0,0,0,NA,0
Acacia_matthewii,33,0,33,Points-PointsKO-Adjacents,99
Acacia_mearnsii,3283,2930,353,Alphahull-PointsKO-Adjacents,10719
Acacia_megaladena,7,1,6,Points-PointsKO-Adjacents,63
Acacia_meiosperma,33,22,11,Alphahull-PointsKO-Adjacents,325
Acacia_melanoxylon,7389,6783,606,Alphahull-PointsKO-Adjacents,16256
Acacia_mellifera,282,188,94,Alphahull-PointsKO-Adjacents,9689
Acacia_melvillei,590,550,40,Alphahull-PointsKO-Adjacents,9755
Acacia_menabeensis,6,2,4,Points-PointsKO-Adjacents,37
Acacia_merinthophora,74,68,6,Alphahull-PointsKO-Adjacents,984
Acacia_microbotrya,422,396,26,Alphahull-PointsKO-Adjacents,4019
Acacia_microcarpa,702,666,36,Alphahull-PointsKO-Adjacents,3600
Acacia_microcybe,28,22,6,Alphahull-PointsKO-Adjacents,193
Acacia_microsperma,72,62,10,Alphahull-PointsKO-Adjacents,1006
Acacia_midgleyi,87,73,14,Alphahull-PointsKO-Adjacents,310
Acacia_mimula,453,429,24,Alphahull-PointsKO-Adjacents,1558
Acacia_minyura,356,318,38,Alphahull-PointsKO-Adjacents,9971
Acacia_modesta,24,13,11,Points-PointsKO-Adjacents,195
Acacia_mollifolia,121,102,19,Alphahull-PointsKO-Adjacents,970
Acacia_montana,715,662,53,Alphahull-PointsKO-Adjacents,6483
Acacia_monticola,785,736,49,Alphahull-PointsKO-Adjacents,19973
Acacia_mountfordiae,34,28,6,Alphahull-PointsKO-Adjacents,132
Acacia_mucronata,644,605,39,Alphahull-PointsKO-Adjacents,2933
Acacia_muelleriana,105,87,18,Alphahull-PointsKO-Adjacents,1015
Acacia_mulganeura,219,188,31,Alphahull-PointsKO-Adjacents,6717
Acacia_multisiliqua,601,564,37,Alphahull-PointsKO-Adjacents,8789
Acacia_multistipulosa,38,32,6,Alphahull-PointsKO-Adjacents,50
Acacia_murrayana,1577,1505,72,Alphahull-PointsKO-Adjacents,32313
Acacia_myrmecophila,16,10,6,Points-PointsKO-Adjacents,103
Acacia_myrtifolia,4602,4252,350,Alphahull-PointsKO-Adjacents,9901
Acacia_nanodealbata,94,79,15,Alphahull-PointsKO-Adjacents,372
Acacia_neriifolia,1017,983,34,Alphahull-PointsKO-Adjacents,6302
Acacia_neurocarpa,223,192,31,Alphahull-PointsKO-Adjacents,8846
Acacia_neurophylla,284,258,26,Alphahull-PointsKO-Adjacents,2757
Acacia_nyssophylla,1594,1524,70,Alphahull-PointsKO-Adjacents,18588
Acacia_obliquinervia,806,781,25,Alphahull-PointsKO-Adjacents,2009
Acacia_obtusifolia,1772,1713,59,Alphahull-PointsKO-Adjacents,2668
Acacia_occidentalis,27,19,8,Points-PointsKO-Adjacents,191
Acacia_oerfota,58,19,39,Points-PointsKO-Adjacents,439
Acacia_oldfieldii,81,71,10,Alphahull-PointsKO-Adjacents,158
Acacia_olgana,147,126,21,Alphahull-PointsKO-Adjacents,887
Acacia_oligoneura,63,40,23,Alphahull-PointsKO-Adjacents,1075
Acacia_olsenii,21,17,4,Points-PointsKO-Adjacents,68
Acacia_omalophylla,209,178,31,Alphahull-PointsKO-Adjacents,8785
Acacia_ommatosperma,7,5,2,Points-PointsKO-Adjacents,56
Acacia_oncinocarpa,877,843,34,Alphahull-PointsKO-Adjacents,5839
Acacia_oncinophylla,53,42,11,Alphahull-PointsKO-Adjacents,602
Acacia_oraria,147,0,147,Points-PointsKO-Adjacents,446
Acacia_orites,117,105,12,Alphahull-PointsKO-Adjacents,239
Acacia_orthocarpa,418,368,50,Alphahull-PointsKO-Adjacents,9575
Acacia_oshanesii,160,130,30,Alphahull-PointsKO-Adjacents,783
Acacia_oswaldii,4427,4324,103,Alphahull-PointsKO-Adjacents,48343
Acacia_ouyrarema,1,1,0,Points-PointsKO-Adjacents,9
Acacia_oxycedrus,659,546,113,Alphahull-PointsKO-Adjacents,2257
Acacia_pachyacra,218,189,29,Alphahull-PointsKO-Adjacents,5227
Acacia_pachycarpa,77,51,26,Alphahull-PointsKO-Adjacents,1250
Acacia_pachyceras,4,4,0,Points-PointsKO-Adjacents,34
Acacia_palustris,35,27,8,Alphahull-PointsKO-Adjacents,467
Acacia_papyrocarpa,1241,1178,63,Alphahull-PointsKO-Adjacents,9229
Acacia_paradoxa,3422,3156,266,Alphahull-PointsKO-Adjacents,9992
Acacia_paraneura,329,308,21,Alphahull-PointsKO-Adjacents,14971
Acacia_parramattensis,1840,1405,435,Alphahull-PointsKO-Adjacents,2069
Acacia_parviflora,11,7,4,Points-PointsKO-Adjacents,84
Acacia_parvipinnula,836,774,62,Alphahull-PointsKO-Adjacents,956
Acacia_pataczekii,32,28,4,Alphahull-PointsKO-Adjacents,32
Acacia_pedleyi,14,10,4,Points-PointsKO-Adjacents,28
Acacia_pellita,200,179,21,Alphahull-PointsKO-Adjacents,2926
Acacia_pendula,1130,1088,42,Alphahull-PointsKO-Adjacents,11817
Acacia_peninsularis,13,5,8,Points-PointsKO-Adjacents,99
Acacia_pennata,44,16,28,Points-PointsKO-Adjacents,361
Acacia_penninervis,1718,1604,114,Alphahull-PointsKO-Adjacents,10544
Acacia_pentadenia,187,0,187,Points-PointsKO-Adjacents,265
Acacia_pentagona,106,47,59,Alphahull-PointsKO-Adjacents,2972
Acacia_petraea,112,98,14,Alphahull-PointsKO-Adjacents,1896
Acacia_peuce,110,92,18,Alphahull-PointsKO-Adjacents,991
Acacia_phlebophylla,30,21,9,Alphahull-PointsKO-Adjacents,48
Acacia_pickardii,33,26,7,Alphahull-PointsKO-Adjacents,84
Acacia_platycarpa,1131,1072,59,Alphahull-PointsKO-Adjacents,16079
Acacia_plectocarpa,705,671,34,Alphahull-PointsKO-Adjacents,8119
Acacia_podalyriifolia,496,345,151,Alphahull-PointsKO-Adjacents,6848
Acacia_polifolia,87,76,11,Alphahull-PointsKO-Adjacents,629
Acacia_polyadenia,7,0,7,Points-PointsKO-Adjacents,41
Acacia_polybotrya,410,393,17,Alphahull-PointsKO-Adjacents,2188
Acacia_polystachya,203,0,203,Points-PointsKO-Adjacents,565
Acacia_praelongata,110,96,14,Alphahull-PointsKO-Adjacents,690
Acacia_prainii,440,406,34,Alphahull-PointsKO-Adjacents,11900
Acacia_pravissima,313,0,313,Points-PointsKO-Adjacents,786
Acacia_proiantha,19,16,3,Points-PointsKO-Adjacents,71
Acacia_prominens,322,210,112,Alphahull-PointsKO-Adjacents,639
Acacia_pruinescens,0,0,0,NA,0
Acacia_pruinocarpa,427,399,28,Alphahull-PointsKO-Adjacents,12461
Acacia_pteraneura,379,0,379,Points-PointsKO-Adjacents,1901
Acacia_pteridifolia,2,1,1,Points-PointsKO-Adjacents,18
Acacia_pubescens,277,129,148,Alphahull-PointsKO-Adjacents,761
Acacia_pubicosta,15,7,8,Points-PointsKO-Adjacents,46
Acacia_pubifolia,55,44,11,Alphahull-PointsKO-Adjacents,146
Acacia_pubirhachis,62,54,8,Alphahull-PointsKO-Adjacents,93
Acacia_pulchella,1003,885,118,Alphahull-PointsKO-Adjacents,2669
Acacia_pustula,125,113,12,Alphahull-PointsKO-Adjacents,1013
Acacia_pycnantha,5411,5145,266,Alphahull-PointsKO-Adjacents,12035
Acacia_pycnostachya,40,36,4,Alphahull-PointsKO-Adjacents,44
Acacia_pyrifolia,416,0,416,Points-PointsKO-Adjacents,1712
Acacia_quadrimarginea,185,169,16,Alphahull-PointsKO-Adjacents,4224
Acacia_racospermoides,36,24,12,Alphahull-PointsKO-Adjacents,98
Acacia_ramulosa,1763,1709,54,Alphahull-PointsKO-Adjacents,30446
Acacia_redolens,84,1,83,Points-PointsKO-Adjacents,275
Acacia_rehmanniana,31,16,15,Points-PointsKO-Adjacents,266
Acacia_resinimarginea,214,200,14,Alphahull-PointsKO-Adjacents,4116
Acacia_resinistipulea,46,43,3,Alphahull-PointsKO-Adjacents,442
Acacia_retinervis,102,92,10,Alphahull-PointsKO-Adjacents,617
Acacia_retinodes,1023,838,185,Alphahull-PointsKO-Adjacents,4811
Acacia_retusa,2,1,1,Points-PointsKO-Adjacents,11
Acacia_rhodophloia,446,405,41,Alphahull-PointsKO-Adjacents,11779
Acacia_rhodoxylon,81,63,18,Alphahull-PointsKO-Adjacents,1556
Acacia_riceana,167,154,13,Alphahull-PointsKO-Adjacents,280
Acacia_richii,0,0,0,NA,0
Acacia_rigens,2020,1950,70,Alphahull-PointsKO-Adjacents,21620
Acacia_rigidula,81,68,13,Alphahull-PointsKO-Adjacents,3060
Acacia_riparia,128,51,77,Alphahull-PointsKO-Adjacents,1568
Acacia_rivalis,417,405,12,Alphahull-PointsKO-Adjacents,719
Acacia_robusta,112,86,26,Alphahull-PointsKO-Adjacents,4957
Acacia_roemeriana,60,42,18,Alphahull-PointsKO-Adjacents,3073
Acacia_rostellifera,379,325,54,Alphahull-PointsKO-Adjacents,2542
Acacia_rostriformis,57,53,4,Alphahull-PointsKO-Adjacents,59
Acacia_rothii,111,99,12,Alphahull-PointsKO-Adjacents,1109
Acacia_rovumae,55,31,24,Alphahull-PointsKO-Adjacents,1002
Acacia_roycei,43,37,6,Alphahull-PointsKO-Adjacents,324
Acacia_rubida,1450,1381,69,Alphahull-PointsKO-Adjacents,3866
Acacia_saliciformis,219,206,13,Alphahull-PointsKO-Adjacents,273
Acacia_salicina,2175,2027,148,Alphahull-PointsKO-Adjacents,34394
Acacia_saligna,2529,1919,610,Alphahull-PointsKO-Adjacents,14517
Acacia_saxatilis,45,34,11,Alphahull-PointsKO-Adjacents,273
Acacia_schinoides,250,174,76,Alphahull-PointsKO-Adjacents,398
Acacia_schweinfurthii,98,51,47,Alphahull-PointsKO-Adjacents,3487
Acacia_scirpifolia,97,81,16,Alphahull-PointsKO-Adjacents,350
Acacia_sclerosperma,508,470,38,Alphahull-PointsKO-Adjacents,7782
Acacia_scopulorum,57,49,8,Alphahull-PointsKO-Adjacents,234
Acacia_seclusa,4,4,0,Points-PointsKO-Adjacents,17
Acacia_semilunata,113,98,15,Alphahull-PointsKO-Adjacents,597
Acacia_semirigida,61,46,15,Alphahull-PointsKO-Adjacents,526
Acacia_sericata,49,31,18,Alphahull-PointsKO-Adjacents,939
Acacia_sericoflora,87,77,10,Alphahull-PointsKO-Adjacents,504
Acacia_shirleyi,800,754,46,Alphahull-PointsKO-Adjacents,12509
Acacia_sibilans,67,52,15,Alphahull-PointsKO-Adjacents,2787
Acacia_sibina,174,156,18,Alphahull-PointsKO-Adjacents,3804
Acacia_sibirica,976,916,60,Alphahull-PointsKO-Adjacents,33991
Acacia_sieberiana,170,101,69,Alphahull-PointsKO-Adjacents,9735
Acacia_signata,103,87,16,Alphahull-PointsKO-Adjacents,720
Acacia_silvestris,236,223,13,Alphahull-PointsKO-Adjacents,400
Acacia_simplex,9,1,8,Points-PointsKO-Adjacents,56
Acacia_simsii,454,391,63,Alphahull-PointsKO-Adjacents,6705
Acacia_solenota,13,10,3,Points-PointsKO-Adjacents,25
Acacia_spania,15,9,6,Points-PointsKO-Adjacents,94
Acacia_sparsiflora,199,181,18,Alphahull-PointsKO-Adjacents,3739
Acacia_speckii,31,27,4,Alphahull-PointsKO-Adjacents,246
Acacia_spectabilis,740,701,39,Alphahull-PointsKO-Adjacents,4362
Acacia_spectra,3,3,0,Points-PointsKO-Adjacents,12
Acacia_spirorbis,66,0,66,Points-PointsKO-Adjacents,244
Acacia_splendens,10,5,5,Points-PointsKO-Adjacents,42
Acacia_steedmanii,157,138,19,Alphahull-PointsKO-Adjacents,1853
Acacia_stenophylla,2143,2073,70,Alphahull-PointsKO-Adjacents,30378
Acacia_stereophylla,273,262,11,Alphahull-PointsKO-Adjacents,2241
Acacia_stictophylla,38,27,11,Alphahull-PointsKO-Adjacents,45
Acacia_stipuligera,635,590,45,Alphahull-PointsKO-Adjacents,11987
Acacia_storyi,29,21,8,Alphahull-PointsKO-Adjacents,48
Acacia_striatifolia,54,42,12,Alphahull-PointsKO-Adjacents,250
Acacia_stricta,952,799,153,Alphahull-PointsKO-Adjacents,5696
Acacia_strongylophylla,255,0,255,Points-PointsKO-Adjacents,701
Acacia_subangulata,153,0,153,Points-PointsKO-Adjacents,243
Acacia_subporosa,123,109,14,Alphahull-PointsKO-Adjacents,134
Acacia_subtessarogona,65,52,13,Alphahull-PointsKO-Adjacents,828
Acacia_subtilinervis,154,133,21,Alphahull-PointsKO-Adjacents,469
Acacia_subulata,202,1,201,Points-PointsKO-Adjacents,590
Acacia_symonii,29,21,8,Alphahull-PointsKO-Adjacents,107
Acacia_synchronicia,280,234,46,Alphahull-PointsKO-Adjacents,8556
Acacia_synoria,6,4,2,Points-PointsKO-Adjacents,35
Acacia_teniana,1,1,0,Points-PointsKO-Adjacents,9
Acacia_tenuinervis,50,44,6,Alphahull-PointsKO-Adjacents,264
Acacia_tenuispica,42,31,11,Alphahull-PointsKO-Adjacents,339
Acacia_tenuissima,854,794,60,Alphahull-PointsKO-Adjacents,14678
Acacia_tephrina,195,161,34,Alphahull-PointsKO-Adjacents,4146
Acacia_terminalis,3489,0,3489,Points-PointsKO-Adjacents,2156
Acacia_tessellata,62,58,4,Alphahull-PointsKO-Adjacents,300
Acacia_tetragonophylla,3752,3685,67,Alphahull-PointsKO-Adjacents,42560
Acacia_theronii,3,2,1,Points-PointsKO-Adjacents,27
Acacia_thomsonii,103,81,22,Alphahull-PointsKO-Adjacents,2485
Acacia_tingoorensis,8,6,2,Points-PointsKO-Adjacents,19
Acacia_torulosa,869,829,40,Alphahull-PointsKO-Adjacents,13976
Acacia_trachycarpa,223,206,17,Alphahull-PointsKO-Adjacents,2009
Acacia_trachyphloia,158,146,12,Alphahull-PointsKO-Adjacents,142
Acacia_trinalis,19,15,4,Points-PointsKO-Adjacents,93
Acacia_trinervata,145,1,144,Points-PointsKO-Adjacents,223
Acacia_trineura,217,191,26,Alphahull-PointsKO-Adjacents,2583
Acacia_triptera,616,585,31,Alphahull-PointsKO-Adjacents,6837
Acacia_triptycha,93,77,16,Alphahull-PointsKO-Adjacents,918
Acacia_tropica,111,88,23,Alphahull-PointsKO-Adjacents,2800
Acacia_tumida,820,774,46,Alphahull-PointsKO-Adjacents,12337
Acacia_tysonii,120,102,18,Alphahull-PointsKO-Adjacents,2400
Acacia_uncifera,52,41,11,Alphahull-PointsKO-Adjacents,153
Acacia_undoolyana,43,39,4,Alphahull-PointsKO-Adjacents,25
Acacia_undulifolia,49,36,13,Alphahull-PointsKO-Adjacents,618
Acacia_unguicula,4,4,0,Points-PointsKO-Adjacents,15
Acacia_verniciflua,1461,1398,63,Alphahull-PointsKO-Adjacents,7582
Acacia_veronica,11,9,2,Points-PointsKO-Adjacents,34
Acacia_verricula,167,154,13,Alphahull-PointsKO-Adjacents,1884
Acacia_verticillata,1664,1561,103,Alphahull-PointsKO-Adjacents,2854
Acacia_vestita,237,0,237,Points-PointsKO-Adjacents,768
Acacia_victoriae,20873,20197,676,Alphahull-PointsKO-Adjacents,101158
Acacia_viguieri,7,2,5,Points-PointsKO-Adjacents,51
Acacia_viscidula,462,431,31,Alphahull-PointsKO-Adjacents,2462
Acacia_wanyu,88,74,14,Alphahull-PointsKO-Adjacents,3361
Acacia_wardellii,32,25,7,Alphahull-PointsKO-Adjacents,237
Acacia_wattsiana,211,197,14,Alphahull-PointsKO-Adjacents,298
Acacia_websteri,16,10,6,Points-PointsKO-Adjacents,74
Acacia_wetarensis,6,1,5,Points-PointsKO-Adjacents,31
Acacia_wilcoxii,10,2,8,Points-PointsKO-Adjacents,60
Acacia_willingii,4,4,0,Points-PointsKO-Adjacents,23
Acacia_xanthina,87,53,34,Alphahull-PointsKO-Adjacents,311
Acacia_xiphophylla,131,121,10,Alphahull-PointsKO-Adjacents,3158
Acacia_yorkrakinensis,231,222,9,Alphahull-PointsKO-Adjacents,1445
Acacia_zanzibarica,45,24,21,Alphahull-PointsKO-Adjacents,2393
Acaciella_angustissima,2523,2215,308,Alphahull-PointsKO-Adjacents,37838
Acaciella_chamelensis,9,1,8,Points-PointsKO-Adjacents,34
Acaciella_glauca,9,0,9,Points-PointsKO-Adjacents,64
Acaciella_goldmanii,139,116,23,Alphahull-PointsKO-Adjacents,723
Acaciella_rosei,42,26,16,Alphahull-PointsKO-Adjacents,98
Acaciella_villosa,184,127,57,Alphahull-PointsKO-Adjacents,3935
Acalypha_acrogyna,8,0,8,Points-PointsKO-Adjacents,62
Acalypha_amplexicaulis,0,0,0,NA,0
Acalypha_angatensis,56,44,12,Alphahull-PointsKO-Adjacents,211
Acalypha_apodanthes,106,92,14,Alphahull-PointsKO-Adjacents,316
Acalypha_balansae,0,0,0,NA,0
Acalypha_baronii,0,0,0,NA,0
Acalypha_benensis,7,2,5,Points-PointsKO-Adjacents,63
Acalypha_boiviniana,0,0,0,NA,0
Acalypha_buchtienii,1,1,0,Points-PointsKO-Adjacents,9
Acalypha_cardiophylla,16,6,10,Points-PointsKO-Adjacents,77
Acalypha_caturus,48,0,48,Points-PointsKO-Adjacents,271
Acalypha_chocoana,3,3,0,Points-PointsKO-Adjacents,27
Acalypha_controversa,0,0,0,NA,0
Acalypha_cuneata,494,421,73,Alphahull-PointsKO-Adjacents,21713
Acalypha_diversifolia,2548,2313,235,Alphahull-PointsKO-Adjacents,59188
Acalypha_ferdinandii,77,57,20,Alphahull-PointsKO-Adjacents,272
Acalypha_filiformis,208,181,27,Alphahull-PointsKO-Adjacents,4791
Acalypha_floresensis,NA,NA,NA,NA,NA
Acalypha_forsteriana,1,1,0,Points-PointsKO-Adjacents,9
Acalypha_fragilis,0,0,0,NA,0
Acalypha_fruticosa,134,82,52,Alphahull-PointsKO-Adjacents,5112
Acalypha_glabrata,140,101,39,Alphahull-PointsKO-Adjacents,4721
Acalypha_grandibracteata,4,4,0,Points-PointsKO-Adjacents,21
Acalypha_grandis,12,2,10,Points-PointsKO-Adjacents,78
Acalypha_grisebachiana,1,1,0,Points-PointsKO-Adjacents,9
Acalypha_hellwigii,58,32,26,Alphahull-PointsKO-Adjacents,1275
Acalypha_hibiscifolia,21,18,3,Points-PointsKO-Adjacents,112
Acalypha_inaequilatera,2,2,0,Points-PointsKO-Adjacents,17
Acalypha_insulana,1,1,0,Points-PointsKO-Adjacents,9
Acalypha_juruana,3,3,0,Points-PointsKO-Adjacents,27
Acalypha_lepinei,2,2,0,Points-PointsKO-Adjacents,15
Acalypha_longispica,12,3,9,Points-PointsKO-Adjacents,81
Acalypha_lyonsii,12,6,6,Points-PointsKO-Adjacents,25
Acalypha_macrostachya,2143,1909,234,Alphahull-PointsKO-Adjacents,43595
Acalypha_madreporica,0,0,0,NA,0
Acalypha_mapirensis,30,12,18,Points-PointsKO-Adjacents,234
Acalypha_martiana,3,3,0,Points-PointsKO-Adjacents,27
Acalypha_muelleriana,45,19,26,Points-PointsKO-Adjacents,337
Acalypha_multiflora,10,1,9,Points-PointsKO-Adjacents,37
Acalypha_neptunica,114,77,37,Alphahull-PointsKO-Adjacents,1778
Acalypha_novoguineensis,81,59,22,Alphahull-PointsKO-Adjacents,2689
Acalypha_ornata,227,158,69,Alphahull-PointsKO-Adjacents,8952
Acalypha_padifolia,168,123,45,Alphahull-PointsKO-Adjacents,2674
Acalypha_pancheriana,17,9,8,Points-PointsKO-Adjacents,96
Acalypha_peruviana,42,15,27,Points-PointsKO-Adjacents,292
Acalypha_platyphylla,162,135,27,Alphahull-PointsKO-Adjacents,2472
Acalypha_pubiflora,19,2,17,Points-PointsKO-Adjacents,134
Acalypha_pulogensis,NA,NA,NA,NA,NA
Acalypha_raivavensis,3,3,0,Points-PointsKO-Adjacents,3
Acalypha_rapensis,4,4,0,Points-PointsKO-Adjacents,4
Acalypha_repanda,4,4,0,Points-PointsKO-Adjacents,25
Acalypha_rivularis,1,1,0,Points-PointsKO-Adjacents,9
Acalypha_salviifolia,9,2,7,Points-PointsKO-Adjacents,51
Acalypha_schiedeana,401,293,108,Alphahull-PointsKO-Adjacents,7871
Acalypha_skutchii,65,47,18,Alphahull-PointsKO-Adjacents,718
Acalypha_sonderiana,14,4,10,Points-PointsKO-Adjacents,109
Acalypha_stachyura,244,201,43,Alphahull-PointsKO-Adjacents,7914
Acalypha_stellata,7,2,5,Points-PointsKO-Adjacents,62
Acalypha_stenoloba,251,213,38,Alphahull-PointsKO-Adjacents,6415
Acalypha_stricta,93,76,17,Alphahull-PointsKO-Adjacents,2514
Acalypha_subintegra,0,0,0,NA,0
Acalypha_suirenbiensis,16,7,9,Points-PointsKO-Adjacents,52
Acalypha_tenuifolia,15,4,11,Points-PointsKO-Adjacents,88
Acalypha_villosa,105,48,57,Alphahull-PointsKO-Adjacents,9158
Acalypha_wilderi,0,0,0,NA,0
Acalypha_wilkesiana,1,1,0,Points-PointsKO-Adjacents,5
Acanthella_sprucei,130,106,24,Alphahull-PointsKO-Adjacents,2679
Acanthocereus_tetragonus,131,72,59,Alphahull-PointsKO-Adjacents,4868
Acanthocladus_albicans,85,47,38,Alphahull-PointsKO-Adjacents,4064
Acanthocladus_colombianus,0,0,0,NA,0
Acanthocladus_guayaquilensis,5,5,0,Points-PointsKO-Adjacents,39
Acanthocladus_pulcherrimus,35,21,14,Alphahull-PointsKO-Adjacents,499
Acanthocladus_santosii,11,5,6,Points-PointsKO-Adjacents,98
Acanthocladus_scleroxylon,16,5,11,Points-PointsKO-Adjacents,126
Acanthophoenix_crinita,0,0,0,NA,0
Acanthophoenix_rousselii,0,0,0,NA,0
Acanthophoenix_rubra,18,12,6,Points-PointsKO-Adjacents,39
Acanthosyris_annonagustata,9,8,1,Points-PointsKO-Adjacents,32
Acanthosyris_asipapote,6,2,4,Points-PointsKO-Adjacents,41
Acanthosyris_falcata,102,76,26,Alphahull-PointsKO-Adjacents,9126
Acanthosyris_glabrata,26,15,11,Points-PointsKO-Adjacents,172
Acanthosyris_paulo-alvinii,9,3,6,Points-PointsKO-Adjacents,54
Acanthosyris_spinescens,82,54,28,Alphahull-PointsKO-Adjacents,4768
Acca_lanuginosa,7,1,6,Points-PointsKO-Adjacents,63
Acca_macrostema,13,3,10,Points-PointsKO-Adjacents,113
Acca_sellowiana,317,274,43,Alphahull-PointsKO-Adjacents,5981
Acer_acuminatum,9,0,9,Points-PointsKO-Adjacents,70
Acer_amamiense,1,1,0,Points-PointsKO-Adjacents,8
Acer_amplum,53,27,26,Alphahull-PointsKO-Adjacents,7231
Acer_argutum,84,64,20,Alphahull-PointsKO-Adjacents,494
Acer_barbinerve,10,4,6,Points-PointsKO-Adjacents,86
Acer_brachystephyanum,NA,NA,NA,NA,NA
Acer_buergerianum,62,15,47,Points-PointsKO-Adjacents,499
Acer_caesium,45,13,32,Points-PointsKO-Adjacents,391
Acer_calcaratum,5,4,1,Points-PointsKO-Adjacents,39
Acer_caloneurum,NA,NA,NA,NA,NA
Acer_campbellii,199,149,50,Alphahull-PointsKO-Adjacents,17550
Acer_campestre,40667,32885,7782,Alphahull-PointsKO-Adjacents,56015
Acer_capillipes,79,65,14,Alphahull-PointsKO-Adjacents,364
Acer_cappadocicum,84,39,45,Alphahull-PointsKO-Adjacents,2072
Acer_carpinifolium,216,180,36,Alphahull-PointsKO-Adjacents,1618
Acer_caudatifolium,258,236,22,Alphahull-PointsKO-Adjacents,245
Acer_caudatum,77,1,76,Points-PointsKO-Adjacents,598
Acer_ceriferum,2,2,0,Points-PointsKO-Adjacents,18
Acer_chapaense,1,1,0,Points-PointsKO-Adjacents,9
Acer_chiangdaoense,1,1,0,Points-PointsKO-Adjacents,9
Acer_cinerascentiforme,NA,NA,NA,NA,NA
Acer_circinatum,815,0,815,Points-PointsKO-Adjacents,2378
Acer_cissifolium,165,127,38,Alphahull-PointsKO-Adjacents,1090
Acer_confertifolium,6,1,5,Points-PointsKO-Adjacents,50
Acer_cordatum,60,0,60,Points-PointsKO-Adjacents,536
Acer_crassum,5,5,0,Points-PointsKO-Adjacents,45
Acer_crataegifolium,314,251,63,Alphahull-PointsKO-Adjacents,1539
Acer_davidii,284,243,41,Alphahull-PointsKO-Adjacents,22593
Acer_diabolicum,105,82,23,Alphahull-PointsKO-Adjacents,374
Acer_discolor,2,2,0,Points-PointsKO-Adjacents,18
Acer_distylum,51,34,17,Alphahull-PointsKO-Adjacents,408
Acer_duplicatoserratum,25,19,6,Points-PointsKO-Adjacents,111
Acer_elegantulum,3,3,0,Points-PointsKO-Adjacents,27
Acer_emeiense,NA,NA,NA,NA,NA
Acer_erianthum,26,9,17,Points-PointsKO-Adjacents,233
Acer_erythranthum,3,3,0,Points-PointsKO-Adjacents,27
Acer_eucalyptoides,NA,NA,NA,NA,NA
Acer_fabri,107,0,107,Points-PointsKO-Adjacents,946
Acer_fengii,0,0,0,NA,0
Acer_fenzelianum,4,4,0,Points-PointsKO-Adjacents,36
Acer_floridanum,250,191,59,Alphahull-PointsKO-Adjacents,4495
Acer_garrettii,6,1,5,Points-PointsKO-Adjacents,54
Acer_glabrum,3362,3246,116,Alphahull-PointsKO-Adjacents,43394
Acer_gracilifolium,NA,NA,NA,NA,NA
Acer_granatense,1005,960,45,Alphahull-PointsKO-Adjacents,1432
Acer_grandidentatum,758,711,47,Alphahull-PointsKO-Adjacents,10396
Acer_griseum,13,7,6,Points-PointsKO-Adjacents,114
Acer_guizhouense,0,0,0,NA,0
Acer_hainanense,0,0,0,NA,0
Acer_heldreichii,42,27,15,Alphahull-PointsKO-Adjacents,1205
Acer_henryi,40,19,21,Points-PointsKO-Adjacents,360
Acer_hyrcanum,24,11,13,Points-PointsKO-Adjacents,151
Acer_japonicum,211,178,33,Alphahull-PointsKO-Adjacents,1917
Acer_kweilinense,0,0,0,NA,0
Acer_laevigatum,69,41,28,Alphahull-PointsKO-Adjacents,7305
Acer_laurinum,27,0,27,Points-PointsKO-Adjacents,224
Acer_leipoense,5,5,0,Points-PointsKO-Adjacents,45
Acer_leucoderme,262,210,52,Alphahull-PointsKO-Adjacents,6198
Acer_lichuanense,1,1,0,Points-PointsKO-Adjacents,9
Acer_linganense,5,5,0,Points-PointsKO-Adjacents,45
Acer_longipes,26,7,19,Points-PointsKO-Adjacents,233
Acer_lucidum,6,1,5,Points-PointsKO-Adjacents,54
Acer_macrophyllum,2639,2390,249,Alphahull-PointsKO-Adjacents,8500
